Gender,Age,Income (USD),Income Stability,Profession,Type of Employment,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Property Location,Co-Applicant,Property Price,Loan sanctioned
F,18.0,1520.34,Low,State servant,Not available,Semi-Urban,43344.29,213.6,4.0,745.6,0,Inactive,Urban,0,57064.37,False
F,20.0,2014.14,Low,Commercial associate,Core staff,Rural,102161.11,521.79,2.0,628.55,0,Unpossessed,Semi-Urban,0,143193.32,False
M,44.0,2621.36,Low,Working,Not available,Semi-Urban,171797.37,671.48,3.0,809.16,0,Unpossessed,Urban,0,281384.51,False
M,40.0,935.65,Low,Working,Sales staff,Rural,28313.76,137.38,1.0,662.03,1,Active,Urban,1,50629.84,False
F,18.0,4359.25,Low,Commercial associate,Core staff,Semi-Urban,44465.36,241.79,5.0,771.11,0,Active,Urban,0,57804.27,False
M,65.0,1765.82,High,Pensioner,Retired,Semi-Urban,111807.61,348.51,1.0,802.28,0,Inactive,Semi-Urban,1,184713.54,False
F,28.0,1918.2,Low,State servant,Laborers,Rural,36428.48,372.68,2.0,648.5,0,Unpossessed,Semi-Urban,0,53694.5,False
F,48.0,4405.98,Low,Working,Accountants,Urban,167072.11,536.7,3.0,777.72,0,Active,Semi-Urban,1,204983.36,False
F,64.0,2087.45,Low,Commercial associate,Core staff,Rural,171362.84,661.46,2.0,821.89,0,Inactive,Rural,1,266732.87,False
F,37.0,0.0,Low,Working,Sales staff,Semi-Urban,41118.88,320.8,2.0,602.64,0,Inactive,Urban,1,67376.12,False
F,52.0,3188.74,Low,Working,Laborers,Semi-Urban,136656.47,591.17,2.0,771.6,0,Unpossessed,Urban,0,151375.3,False
M,56.0,2101.16,Low,Commercial associate,Core staff,Semi-Urban,192744.26,525.38,4.0,820.56,0,Active,Urban,0,292934.03,False
M,44.0,4056.1,Low,Commercial associate,Not available,Urban,162553.87,689.05,3.0,644.99,0,Unpossessed,Rural,0,182940.84,False
M,18.0,2328.84,Low,Working,Medicine staff,Rural,50296.06,285.04,2.0,635.28,0,Inactive,Urban,0,76400.5,False
M,47.0,3133.67,Low,Working,Not available,Semi-Urban,67449.52,638.66,1.0,631.72,0,Inactive,Rural,1,122668.53,False
F,38.0,2772.17,Low,Working,Laborers,Semi-Urban,55698.61,445.42,1.0,615.01,0,Inactive,Urban,1,102303.98,False
F,35.0,5137.077499999999,Low,Working,Managers,Semi-Urban,75725.41,520.78,3.0,604.71,0,Unpossessed,Rural,1,136102.25,False
M,47.0,2067.25,Low,Commercial associate,Not available,Urban,34807.09,293.73,3.0,595.67,0,Unpossessed,Semi-Urban,1,42308.54,False
M,46.0,3465.37,Low,Working,Laborers,Semi-Urban,43536.06,358.63,2.0,832.85,0,Unpossessed,Semi-Urban,0,79029.75,False
M,41.0,1988.8,Low,Working,Managers,Rural,34249.19,173.89,1.0,672.9,0,Inactive,Rural,0,48393.71,False
F,18.0,1473.29,Low,Working,Sales staff,Semi-Urban,92528.97,467.44,3.0,637.18,1,Unpossessed,Semi-Urban,1,152860.82,False
M,30.0,0.0,Low,Working,Laborers,Semi-Urban,82084.95,474.64,1.0,642.01,1,Inactive,Rural,0,115175.4,False
M,28.0,3979.32,Low,Commercial associate,High skill tech staff,Semi-Urban,50042.67,237.25,2.0,832.9,0,Inactive,Semi-Urban,0,72592.99,False
F,21.0,4532.51,Low,State servant,Managers,Semi-Urban,207304.92,762.79,1.0,713.52,0,Inactive,Rural,1,239172.41,False
F,54.0,2147.28,Low,Commercial associate,Not available,Rural,20158.18,92.81,3.0,693.4,0,Unpossessed,Semi-Urban,0,32795.61,False
F,45.0,2044.54,Low,Working,Not available,Rural,82043.6,438.52,4.0,696.97,0,Inactive,Semi-Urban,0,134505.33,False
F,63.0,2240.27,Low,Working,Drivers,Semi-Urban,103837.62,376.57,4.0,750.67,0,Unpossessed,Rural,0,159133.42,False
F,49.0,1862.34,Low,Commercial associate,Sales staff,Semi-Urban,78068.48,415.32,2.0,626.71,0,Active,Urban,1,101904.25,False
M,37.0,2537.03,Low,Working,Not available,Semi-Urban,49055.1,255.17,4.0,649.88,0,Active,Rural,1,67423.91,False
F,52.0,1214.72,Low,Commercial associate,Not available,Rural,23696.17,168.19,2.0,619.98,0,Active,Rural,0,39282.31,False
M,18.0,4942.79,Low,Working,Managers,Urban,167309.27,912.1887499999999,1.0,849.37,0,Active,Semi-Urban,0,245057.19,False
F,44.0,4861.95,Low,Working,High skill tech staff,Rural,24803.72,200.4,2.0,648.37,0,Active,Semi-Urban,0,29322.26,False
F,33.0,5137.077499999999,Low,Working,Core staff,Semi-Urban,38299.03,186.96,1.0,607.0,0,Inactive,Semi-Urban,0,45205.3,False
F,49.0,2098.48,Low,State servant,Security staff,Semi-Urban,47493.18,562.61,3.0,636.68,0,Unpossessed,Rural,0,67383.42,False
F,18.0,1988.47,Low,Working,Sales staff,Semi-Urban,22385.18,142.49,2.0,636.23,0,Unpossessed,Rural,1,30532.92,False
M,33.0,3101.99,Low,State servant,Laborers,Semi-Urban,144658.74,477.71,4.0,740.85,0,Inactive,Urban,0,174614.69,False
F,45.0,0.0,Low,Working,Laborers,Rural,20299.57,100.87,0.0,599.4,0,Unpossessed,Semi-Urban,1,32837.94,False
M,18.0,1270.37,Low,Working,Core staff,Semi-Urban,60574.13,314.94,2.0,619.75,0,Unpossessed,Rural,1,67961.5,False
M,65.0,1569.5,High,Pensioner,Retired,Semi-Urban,97347.53,557.67,1.0,656.36,0,Inactive,Semi-Urban,0,134011.07,False
F,32.0,2325.43,Low,Working,Medicine staff,Semi-Urban,77586.92,434.02,2.0,695.23,1,Unpossessed,Rural,1,100591.56,False
F,62.0,1245.83,Low,Working,Not available,Semi-Urban,47513.41,210.16,1.0,740.04,0,Active,Rural,1,85812.14,False
M,18.0,1554.2,Low,Working,Not available,Rural,44439.48,214.9,2.0,615.78,0,Active,Semi-Urban,1,82807.61,False
F,27.0,2928.96,Low,Working,Drivers,Semi-Urban,83040.22,430.85,3.0,619.44,0,Inactive,Semi-Urban,0,143125.91,False
F,64.0,3951.3,Low,Working,Sales staff,Semi-Urban,158631.59,770.41,3.0,717.6,0,Inactive,Semi-Urban,0,258393.22,False
M,34.0,3876.56,Low,Working,Core staff,Semi-Urban,160701.9,390.94,2.0,605.68,0,Unpossessed,Semi-Urban,1,264324.59,False
F,56.0,1092.22,Low,Working,HR staff,Semi-Urban,21382.98,108.04,4.0,815.14,0,Active,Semi-Urban,1,25759.06,False
F,51.0,3249.36,Low,Working,Laborers,Semi-Urban,67958.45,502.59,3.0,742.84,0,Active,Semi-Urban,0,80323.59,False
M,18.0,5137.077499999999,Low,Commercial associate,Managers,Rural,204423.77,912.1887499999999,2.0,814.39,1,Unpossessed,Urban,1,255367.39,False
F,26.0,1994.25,Low,Working,Laborers,Semi-Urban,82683.06,409.02,3.0,687.23,0,Unpossessed,Semi-Urban,0,133924.02,False
M,24.0,2574.06,Low,Working,Drivers,Rural,83188.21,420.4,2.0,635.48,1,Active,Rural,0,140961.82,False
M,54.0,1375.97,Low,Commercial associate,Cooking staff,Rural,24958.23,252.08,3.0,635.38,0,Inactive,Rural,0,47202.0,False
M,36.0,1117.01,Low,Working,Laborers,Semi-Urban,70070.88,316.67,1.0,637.76,1,Inactive,Semi-Urban,0,110573.4,False
F,53.0,4923.41,Low,Working,Managers,Rural,182926.73,575.8,2.0,690.96,0,Inactive,Rural,0,223742.79,False
M,32.0,2025.45,Low,Commercial associate,HR staff,Semi-Urban,54424.12,395.62,1.0,605.32,0,Unpossessed,Rural,1,83460.08,False
M,60.0,2598.44,Low,Commercial associate,Managers,Semi-Urban,65460.12,331.61,4.0,674.24,0,Active,Urban,1,87822.4,False
M,26.0,0.0,Low,Working,Laborers,Semi-Urban,37085.4,286.61,0.0,638.17,0,Active,Rural,0,49981.66,False
M,55.0,2417.29,Low,Commercial associate,Laborers,Rural,97624.61,568.45,1.0,717.93,1,Unpossessed,Semi-Urban,1,176843.66,False
F,64.0,2088.72,Low,Working,Core staff,Semi-Urban,174997.65,539.1,2.0,776.66,0,Active,Urban,1,240034.28,False
M,41.0,0.0,Low,Working,Sales staff,Semi-Urban,68259.39,358.81,2.0,649.0,0,Unpossessed,Semi-Urban,1,121829.26,False
F,27.0,2595.1,Low,Working,Managers,Semi-Urban,61205.5,316.82,2.0,800.31,0,Active,Urban,0,96065.62,False
F,57.0,4064.32,Low,Working,Sales staff,Semi-Urban,73424.62,372.47,3.0,638.97,0,Inactive,Semi-Urban,1,109089.83,False
F,19.0,851.97,Low,Working,Sales staff,Semi-Urban,19287.58,143.39,3.0,799.09,0,Active,Rural,1,31983.63,False
M,18.0,4236.56,Low,Working,Managers,Urban,71733.14,607.64,2.0,800.74,0,Unpossessed,Rural,1,92991.53,False
M,22.0,2452.41,Low,Commercial associate,Laborers,Semi-Urban,43788.38,312.45,1.0,792.99,0,Unpossessed,Semi-Urban,1,67859.5,False
M,50.0,1278.61,Low,Working,Sales staff,Urban,45808.62,266.05,0.0,606.85,1,Active,Urban,1,80505.64,False
M,33.0,1639.04,Low,Working,Medicine staff,Rural,83546.22,459.49,3.0,665.28,0,Active,Rural,0,120177.63,False
F,23.0,1306.21,Low,State servant,Accountants,Semi-Urban,118366.47,456.37,4.0,754.13,0,Inactive,Semi-Urban,1,155050.53,False
M,62.0,5137.077499999999,Low,Commercial associate,Sales staff,Semi-Urban,170076.37,714.44,2.0,822.3,0,Inactive,Rural,1,193718.15,False
M,18.0,0.0,Low,Working,Not available,Semi-Urban,119712.71,912.1887499999999,1.0,626.57,0,Inactive,Urban,1,217822.34,False
M,48.0,4165.8,Low,Working,Laborers,Semi-Urban,12933.73,145.04,3.0,734.45,0,Active,Semi-Urban,0,16861.89,False
M,23.0,1168.01,Low,Working,Core staff,Semi-Urban,48943.49,194.7,1.0,642.87,1,Inactive,Semi-Urban,1,62557.24,False
F,63.0,3065.17,Low,Working,Laborers,Semi-Urban,107427.09,398.19,3.0,824.25,1,Unpossessed,Semi-Urban,1,163063.99,False
F,52.0,1339.17,Low,Commercial associate,Sales staff,Semi-Urban,33476.01,191.12,2.0,687.64,0,Inactive,Semi-Urban,1,39493.52,False
M,18.0,1692.96,Low,Commercial associate,Sales staff,Semi-Urban,183272.67,616.63,3.0,709.13,0,Unpossessed,Rural,1,308265.3,False
M,18.0,664.94,Low,Working,Medicine staff,Semi-Urban,18367.21,100.58,3.0,703.62,0,Active,Rural,1,31828.87,False
M,18.0,2406.25,Low,Working,Cooking staff,Semi-Urban,36297.32,184.26,2.0,673.29,0,Active,Urban,0,45349.16,False
F,18.0,2123.83,Low,Working,Security staff,Semi-Urban,127345.03,602.73,2.0,613.22,0,Inactive,Semi-Urban,0,181987.04,False
F,27.0,3023.05,Low,Working,Laborers,Semi-Urban,67064.5,269.96,0.0,645.42,0,Unpossessed,Semi-Urban,1,89007.75,False
M,25.0,1405.45,Low,Working,Not available,Semi-Urban,18416.69,100.24,2.0,682.52,0,Inactive,Semi-Urban,1,28280.53,False
F,62.0,3112.12,Low,Commercial associate,Sales staff,Semi-Urban,116430.9,608.75,2.0,703.51,0,Inactive,Rural,1,207623.46,False
F,41.0,2008.82,Low,Working,Sales staff,Semi-Urban,172374.07,489.53,4.0,659.28,0,Unpossessed,Urban,1,286991.99,False
F,18.0,0.0,Low,Commercial associate,Laborers,Semi-Urban,46250.38,261.94,1.0,740.04,0,Active,Urban,0,84138.68,False
F,18.0,5137.077499999999,Low,Working,Not available,Semi-Urban,171528.86,678.26,2.0,627.94,0,Inactive,Rural,1,274561.92,False
F,24.0,3022.39,Low,Working,Laborers,Semi-Urban,35196.22,155.48,1.0,638.11,1,Unpossessed,Semi-Urban,1,57146.29,False
F,24.0,2420.89,Low,Working,Laborers,Rural,206719.27,635.26,2.0,671.96,0,Unpossessed,Semi-Urban,0,303949.86,False
F,55.0,3228.26,Low,Working,Not available,Urban,98065.3,648.55,1.0,592.33,1,Unpossessed,Urban,0,115867.28,False
M,42.0,1677.67,Low,Working,Core staff,Rural,49436.8,0.0,3.0,618.79,0,Active,Urban,1,80796.26,False
M,33.0,657.61,Low,Working,Not available,Semi-Urban,20056.74,91.99,3.0,768.48,1,Unpossessed,Urban,0,34333.02,False
M,47.0,2886.19,Low,Working,Drivers,Semi-Urban,102888.95,714.93,1.0,740.04,0,Unpossessed,Urban,0,134672.06,False
F,18.0,3352.76,Low,Working,Not available,Semi-Urban,59481.88,318.54,2.0,628.63,0,Unpossessed,Rural,1,69270.69,False
F,31.0,2459.45,Low,Commercial associate,Sales staff,Semi-Urban,44716.6,306.13,2.0,630.1,0,Inactive,Urban,1,61479.56,False
M,19.0,2439.55,Low,Commercial associate,Laborers,Semi-Urban,188103.86,661.03,0.0,624.34,0,Inactive,Semi-Urban,0,323790.36,False
F,19.0,2616.23,Low,Commercial associate,Not available,Urban,71645.06,603.09,2.0,714.88,0,Unpossessed,Semi-Urban,0,100861.07,False
F,18.0,2010.28,Low,Working,Not available,Semi-Urban,42114.14,254.0,2.0,623.88,0,Active,Urban,1,75290.69,False
F,36.0,1484.93,Low,Working,HR staff,Semi-Urban,197554.45,538.93,3.0,776.93,0,Inactive,Urban,0,305403.88,False
F,20.0,4034.42,Low,Commercial associate,Drivers,Urban,85709.01,362.1,3.0,656.72,1,Inactive,Semi-Urban,0,144670.03,False
F,64.0,4745.03,Low,Commercial associate,Realty agents,Urban,40345.83,505.95,1.0,649.18,0,Active,Urban,1,55952.24,False
M,18.0,2064.37,Low,Commercial associate,Core staff,Semi-Urban,70683.46,713.08,0.0,628.78,1,Unpossessed,Semi-Urban,1,115979.16,False
F,61.0,2763.41,Low,State servant,Drivers,Semi-Urban,162938.0,534.04,1.0,690.67,0,Inactive,Urban,1,281350.58,False
M,20.0,1956.69,Low,State servant,Laborers,Semi-Urban,21040.82,230.18,3.0,620.5,0,Inactive,Urban,1,39201.62,False
M,59.0,3090.87,Low,Commercial associate,Not available,Semi-Urban,62181.04,199.42,2.0,707.88,0,Active,Rural,1,110459.88,False
F,45.0,1287.11,Low,Working,Private service staff,Rural,113583.28,587.22,2.0,823.86,1,Active,Semi-Urban,0,204546.63,False
F,22.0,0.0,Low,Working,Laborers,Rural,169844.17,483.29,1.0,623.93,0,Active,Semi-Urban,1,267310.03,False
F,53.0,5137.077499999999,Low,Commercial associate,High skill tech staff,Urban,208892.06,750.51,2.0,779.28,0,Inactive,Semi-Urban,0,265116.72,False
M,20.0,1487.46,Low,State servant,Core staff,Semi-Urban,134648.8,426.68,2.0,790.76,0,Unpossessed,Semi-Urban,1,235519.69,False
F,41.0,1214.01,Low,Working,Not available,Semi-Urban,35930.66,190.82,2.0,609.3,0,Inactive,Semi-Urban,1,64791.51,False
F,18.0,1668.96,Low,Working,Laborers,Semi-Urban,66032.84,293.49,3.0,676.53,0,Active,Rural,1,122499.86,False
F,18.0,3838.41,Low,Working,Laborers,Semi-Urban,155784.41,510.0,2.0,773.89,0,Unpossessed,Urban,0,172476.91,False
M,59.0,3196.88,Low,Commercial associate,Not available,Semi-Urban,25238.55,128.47,2.0,630.4,0,Active,Semi-Urban,1,30495.45,False
M,54.0,2145.43,Low,Commercial associate,Drivers,Semi-Urban,86251.0,562.53,2.0,656.12,0,Inactive,Urban,0,129087.71,False
F,18.0,4456.34,Low,Working,Managers,Semi-Urban,143117.34,747.0,2.0,657.29,0,Unpossessed,Semi-Urban,1,267272.3,False
M,58.0,3354.92,Low,Commercial associate,Core staff,Urban,74883.28,506.54,2.0,727.62,0,Unpossessed,Urban,1,104202.65,False
M,61.0,1051.73,High,Pensioner,Retired,Semi-Urban,110059.32,338.57,2.0,841.75,0,Active,Rural,0,158070.09,False
M,27.0,2586.89,Low,Working,Laborers,Rural,80216.0,478.9,4.0,639.82,1,Inactive,Semi-Urban,1,134393.4,False
M,41.0,2293.97,Low,State servant,Medicine staff,Semi-Urban,81181.08,479.53,1.0,677.22,0,Inactive,Urban,0,109818.54,False
M,18.0,5137.077499999999,Low,Working,Not available,Semi-Urban,164157.25,912.1887499999999,4.0,661.23,0,Unpossessed,Semi-Urban,0,282291.76,False
M,18.0,2933.45,Low,Working,Sales staff,Semi-Urban,145618.45,425.48,2.0,773.53,0,Inactive,Semi-Urban,0,174586.67,False
M,34.0,1764.7,Low,Commercial associate,Not available,Rural,44514.53,218.04,2.0,722.75,0,Inactive,Semi-Urban,1,79385.18,False
F,61.0,2832.2,Low,Commercial associate,Sales staff,Semi-Urban,95363.97,912.1887499999999,1.0,791.21,0,Active,Urban,0,157129.08,False
F,39.0,1770.77,Low,Working,Laborers,Urban,36288.89,185.96,1.0,633.3,0,Active,Rural,1,68779.05,False
F,28.0,1770.59,Low,Working,Sales staff,Semi-Urban,21826.12,142.92,2.0,670.23,0,Active,Semi-Urban,1,29787.7,False
F,28.0,3052.34,Low,Working,Laborers,Semi-Urban,94615.42,440.77,2.0,669.52,0,Unpossessed,Urban,1,110179.62,False
F,44.0,4280.01,Low,State servant,Laborers,Semi-Urban,72157.54,478.85,2.0,635.41,0,Inactive,Rural,1,97158.93,False
F,18.0,1751.52,Low,Working,Sales staff,Semi-Urban,32728.48,159.78,1.0,620.92,0,Active,Rural,1,48169.59,False
F,25.0,2348.59,Low,Working,Drivers,Rural,84549.43,414.24,3.0,595.45,0,Unpossessed,Urban,1,152156.02,False
F,46.0,1813.55,Low,Working,Security staff,Semi-Urban,30527.72,175.86,1.0,790.85,0,Inactive,Urban,1,56021.99,False
M,18.0,908.2,Low,Working,Sales staff,Semi-Urban,52301.63,314.03,1.0,774.12,0,Active,Semi-Urban,1,83763.91,False
F,33.0,3744.87,Low,Commercial associate,Sales staff,Urban,61417.32,448.77,3.0,607.91,1,Inactive,Semi-Urban,1,74895.64,False
M,25.0,1815.92,Low,Working,Not available,Rural,113039.42,500.49,3.0,639.0,1,Unpossessed,Rural,1,163689.08,False
M,18.0,0.0,Low,Working,Not available,Semi-Urban,75727.85,306.53,2.0,602.89,1,Active,Rural,1,94301.98,False
F,36.0,1555.14,Low,Working,Laborers,Semi-Urban,22636.0,180.82,1.0,622.75,0,Active,Urban,1,28314.94,False
F,18.0,4893.94,Low,Commercial associate,Managers,Semi-Urban,104629.46,640.76,2.0,838.6,0,Active,Semi-Urban,0,149035.45,False
M,36.0,1908.2,Low,Working,Sales staff,Semi-Urban,47140.55,252.77,1.0,775.46,0,Unpossessed,Urban,0,83175.81,False
F,18.0,1264.82,Low,Working,Medicine staff,Semi-Urban,65988.93,290.07,3.0,766.92,0,Unpossessed,Urban,1,124179.33,False
M,64.0,2568.13,Low,Working,Laborers,Semi-Urban,80109.36,328.02,2.0,737.16,0,Inactive,Rural,0,144077.33,False
M,40.0,2210.54,Low,Working,Sales staff,Semi-Urban,56097.99,332.06,1.0,627.31,0,Active,Rural,1,70090.31,False
M,53.0,1436.02,Low,Working,Sales staff,Semi-Urban,31061.05,380.85,3.0,628.21,0,Active,Urban,1,49345.2,False
M,65.0,4307.05,High,Pensioner,Retired,Rural,74740.87,690.97,2.0,830.85,0,Active,Semi-Urban,0,91844.3,False
M,44.0,1672.17,Low,Commercial associate,Drivers,Semi-Urban,117244.39,587.6,0.0,628.43,0,Active,Semi-Urban,0,177346.94,False
M,18.0,3681.95,Low,Commercial associate,High skill tech staff,Urban,225908.43,839.68,2.0,842.1,0,Active,Rural,1,269066.76,False
M,41.0,2295.44,Low,Working,Not available,Rural,41086.97,183.0,2.0,621.12,0,Unpossessed,Urban,0,56714.17,False
M,35.0,1036.77,Low,Working,Laborers,Semi-Urban,34809.37,226.09,1.0,643.62,1,Inactive,Rural,1,41687.0,False
M,61.0,1893.95,Low,Working,Not available,Rural,25461.62,286.86,4.0,607.67,0,Active,Urban,1,37431.89,False
M,25.0,1333.88,Low,State servant,High skill tech staff,Semi-Urban,194665.83,555.08,3.0,792.82,0,Inactive,Semi-Urban,1,268461.53,False
F,18.0,2669.59,Low,Working,Not available,Urban,29041.78,202.68,1.0,726.47,0,Active,Rural,1,38352.1,False
F,47.0,2823.84,Low,Working,Not available,Rural,37629.75,226.72,2.0,645.04,0,Inactive,Urban,1,66382.69,False
M,43.0,0.0,Low,Working,Drivers,Rural,113141.77,505.66,0.0,645.55,0,Active,Rural,1,166849.12,False
M,18.0,4873.44,Low,Working,Managers,Rural,70390.25,870.51,3.0,705.91,0,Active,Rural,0,82490.83,False
F,26.0,2531.47,Low,Working,High skill tech staff,Semi-Urban,47778.88,246.02,4.0,694.84,1,Inactive,Rural,0,63862.3,False
M,40.0,2282.62,Low,Working,Medicine staff,Rural,60916.72,311.38,3.0,736.48,0,Active,Urban,1,85169.18,False
M,43.0,4799.67,Low,Working,Laborers,Rural,73128.34,345.63,2.0,605.51,0,Inactive,Semi-Urban,1,121642.31,False
F,38.0,929.0,Low,Working,Not available,Semi-Urban,27804.57,137.15,1.0,628.44,0,Active,Urban,1,48629.01,False
M,37.0,2281.27,Low,Working,Not available,Semi-Urban,111396.71,360.72,1.0,722.35,0,Active,Urban,1,149853.02,False
M,22.0,1916.45,Low,Working,Not available,Semi-Urban,61312.27,455.71,1.0,691.25,0,Active,Semi-Urban,0,79566.59,False
M,30.0,4697.19,Low,State servant,Managers,Rural,116676.8,378.77,1.0,618.29,0,Inactive,Urban,1,191222.55,False
F,45.0,0.0,Low,Commercial associate,Managers,Urban,169118.65,839.5,1.0,635.72,0,Active,Semi-Urban,1,320698.94,False
F,18.0,0.0,Low,Commercial associate,Laborers,Rural,90699.5,395.72,3.0,612.01,0,Unpossessed,Rural,0,131041.67,False
F,36.0,1245.19,Low,State servant,Core staff,Semi-Urban,183281.83,746.12,2.0,797.42,0,Unpossessed,Rural,0,342188.40624999994,False
F,47.0,3268.59,Low,Working,Not available,Semi-Urban,42076.33,356.27,2.0,620.15,0,Inactive,Semi-Urban,1,61458.76,False
F,51.0,1406.15,Low,Working,Laborers,Semi-Urban,81304.6,240.91,2.0,619.69,1,Active,Rural,1,134079.47,False
M,65.0,3825.47,High,Pensioner,Retired,Semi-Urban,98720.63,382.87,1.0,848.89,1,Active,Semi-Urban,1,160785.59,False
M,43.0,2275.44,Low,Commercial associate,Cooking staff,Semi-Urban,80382.71,542.61,1.0,607.64,1,Active,Urban,1,93932.82,False
M,18.0,2003.02,Low,Working,Core staff,Semi-Urban,53527.18,202.27,0.0,636.61,0,Unpossessed,Rural,0,62731.26,False
M,46.0,4026.65,Low,Commercial associate,Not available,Rural,157080.37,513.43,3.0,678.67,0,Unpossessed,Rural,1,264301.27,False
F,28.0,2577.27,Low,Commercial associate,Not available,Semi-Urban,26620.74,136.14,1.0,634.99,0,Inactive,Urban,1,45618.63,False
F,27.0,2144.17,Low,Working,Not available,Semi-Urban,118894.98,585.01,3.0,757.29,0,Unpossessed,Semi-Urban,1,143706.91,False
M,20.0,2443.53,Low,Commercial associate,Drivers,Urban,54162.06,255.02,3.0,772.86,0,Inactive,Urban,0,78563.04,False
M,57.0,4023.23,Low,Commercial associate,High skill tech staff,Rural,114672.08,551.66,2.0,678.53,0,Unpossessed,Rural,0,176624.52,False
F,27.0,1333.84,Low,Working,Core staff,Rural,79012.67,409.63,3.0,689.53,0,Inactive,Rural,0,103106.2,False
M,28.0,2990.51,Low,Working,Laborers,Semi-Urban,80552.22,288.74,2.0,734.79,1,Unpossessed,Rural,1,133497.8,False
F,50.0,0.0,Low,Working,Sales staff,Semi-Urban,40307.2,196.8,1.0,639.22,0,Inactive,Urban,0,51395.67,False
F,65.0,2375.1,High,Pensioner,Retired,Semi-Urban,57252.3,347.41,2.0,795.86,0,Unpossessed,Urban,1,94070.16,False
F,47.0,1402.6,Low,Working,Not available,Rural,80661.42,486.37,3.0,705.66,0,Unpossessed,Semi-Urban,1,140125.75,False
M,26.0,2004.44,Low,State servant,Accountants,Rural,41417.15,302.73,2.0,789.16,1,Inactive,Urban,1,52054.31,False
F,24.0,1076.51,Low,Working,Cleaning staff,Rural,44245.31,346.43,2.0,637.03,0,Active,Rural,1,69156.34,False
F,41.0,1994.56,Low,Working,Laborers,Semi-Urban,79179.21,475.35,2.0,608.24,0,Unpossessed,Rural,1,119955.63,False
F,18.0,1900.66,Low,Working,Laborers,Semi-Urban,48376.58,244.47,3.0,607.72,1,Inactive,Urban,1,67174.32,False
M,48.0,3323.53,Low,Working,Not available,Rural,104716.95,586.56,4.0,670.59,0,Inactive,Urban,0,191628.86,False
M,35.0,916.94,Low,Working,Core staff,Semi-Urban,132535.19,444.92,2.0,782.44,0,Inactive,Urban,1,151253.52,False
F,22.0,2098.07,Low,Working,Sales staff,Semi-Urban,51123.26,296.57,1.0,602.35,0,Unpossessed,Rural,0,63748.12,False
M,30.0,2417.15,Low,Commercial associate,Core staff,Semi-Urban,50343.7,449.44,1.0,772.33,0,Inactive,Semi-Urban,1,85154.83,False
M,24.0,4697.68,Low,Commercial associate,Sales staff,Semi-Urban,159490.85,473.67,3.0,740.04,0,Active,Urban,1,219594.77,False
F,46.0,1299.22,Low,Commercial associate,Cleaning staff,Semi-Urban,98988.56,356.27,2.0,819.36,0,Active,Semi-Urban,1,130471.36,False
F,29.0,1645.76,Low,Working,Laborers,Rural,41803.02,187.89,2.0,633.7,1,Active,Urban,1,54014.11,False
F,30.0,2452.65,Low,Working,Not available,Semi-Urban,80437.76,503.4,2.0,631.33,1,Unpossessed,Urban,0,117088.34,False
M,43.0,0.0,Low,Working,Sales staff,Semi-Urban,37158.66,255.52,4.0,632.73,0,Unpossessed,Rural,1,62554.66,False
F,40.0,2072.92,Low,Working,Laborers,Semi-Urban,18468.66,192.6,5.0,740.04,0,Active,Semi-Urban,1,27138.0,False
F,34.0,2224.85,Low,State servant,Laborers,Rural,42954.9,222.87,4.0,604.9,0,Inactive,Urban,1,68797.72,False
F,45.0,3157.48,Low,Commercial associate,Not available,Rural,139056.94,559.28,2.0,753.64,0,Active,Rural,0,230852.37,False
M,53.0,2834.55,Low,Commercial associate,Drivers,Semi-Urban,220688.64,648.36,4.0,768.24,1,Unpossessed,Rural,1,340673.13,False
M,61.0,3061.12,High,Pensioner,Retired,Semi-Urban,54949.1,298.09,2.0,750.34,0,Active,Semi-Urban,1,82538.33,False
F,42.0,2801.88,Low,Commercial associate,Sales staff,Urban,229826.46625,810.05,3.0,630.81,0,Active,Urban,0,342188.40624999994,False
F,32.0,2557.6,Low,Working,Managers,Semi-Urban,41756.25,198.94,2.0,646.56,0,Inactive,Semi-Urban,1,47318.25,False
F,50.0,5137.077499999999,Low,Commercial associate,Managers,Urban,188372.07,597.89,1.0,823.38,0,Inactive,Urban,0,286701.24,False
M,49.0,1768.09,Low,State servant,Core staff,Semi-Urban,41496.55,241.94,3.0,831.98,0,Active,Rural,1,72255.29,False
F,34.0,3360.92,Low,Working,Laborers,Rural,82046.12,630.23,3.0,642.17,0,Unpossessed,Rural,1,106930.71,False
M,33.0,1557.77,Low,Commercial associate,Laborers,Semi-Urban,61347.84,184.81,2.0,635.11,1,Inactive,Urban,0,78456.33,False
F,18.0,1963.33,Low,Commercial associate,Laborers,Semi-Urban,55482.31,307.39,1.0,635.78,0,Inactive,Rural,1,103842.79,False
M,35.0,2833.69,Low,Commercial associate,Laborers,Semi-Urban,89253.57,495.28,2.0,624.61,0,Inactive,Urban,1,101865.73,False
F,31.0,2422.87,Low,Working,Laborers,Semi-Urban,41922.2,220.21,1.0,634.9,0,Inactive,Semi-Urban,0,61774.23,False
F,48.0,4006.66,Low,Working,Laborers,Semi-Urban,87249.84,488.32,1.0,630.28,0,Active,Semi-Urban,1,155542.02,False
M,35.0,0.0,Low,Working,Laborers,Semi-Urban,129766.72,388.47,3.0,645.58,0,Inactive,Semi-Urban,1,242873.88,False
