Gender,Age,Income (USD),Income Stability,Profession,Type of Employment,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Property Location,Co-Applicant,Property Price,Loan sanctioned
F,18.0,3373.6,Low,Commercial associate,High skill tech staff,Semi-Urban,69983.85,355.16,1.0,774.19,0,Active,Urban,1,96584.55,False
M,56.0,2233.14,Low,Working,Core staff,Rural,58262.42,343.9,2.0,711.58,0,Active,Semi-Urban,0,87421.25,False
M,29.0,1703.08,Low,Commercial associate,Sales staff,Semi-Urban,91690.1,458.25,3.0,625.43,0,Unpossessed,Semi-Urban,1,163518.83,False
F,21.0,2720.66,Low,Commercial associate,Laborers,Rural,37242.07,313.36,2.0,740.04,0,Unpossessed,Semi-Urban,1,59322.95,False
M,18.0,3296.4,Low,Working,Not available,Semi-Urban,119532.37,313.2,3.0,827.28,0,Active,Urban,0,221085.71,False
F,42.0,0.0,Low,Commercial associate,Laborers,Rural,84057.09,459.08,1.0,621.35,0,Unpossessed,Semi-Urban,1,118748.44,False
M,18.0,2515.86,Low,State servant,Medicine staff,Rural,82115.18,458.72,4.0,754.26,0,Unpossessed,Urban,1,135312.64,False
F,18.0,0.0,Low,Working,Laborers,Semi-Urban,67004.73,299.39,0.0,644.95,0,Unpossessed,Urban,1,79020.38,False
F,25.0,1332.39,Low,Working,Not available,Semi-Urban,64000.48,338.93,0.0,740.04,0,Active,Semi-Urban,1,88796.95,False
F,19.0,1647.96,Low,Working,Managers,Semi-Urban,38167.4,183.91,2.0,648.02,0,Active,Urban,1,57271.28,False
F,44.0,2523.86,Low,Commercial associate,Managers,Semi-Urban,114073.85,476.77,2.0,798.43,0,Unpossessed,Semi-Urban,1,131218.18,False
M,62.0,2133.63,Low,Commercial associate,Core staff,Semi-Urban,85886.71,219.73,1.0,603.13,0,Active,Semi-Urban,0,144977.94,False
M,30.0,2954.15,Low,Working,Not available,Semi-Urban,30982.47,85.33,3.0,632.64,0,Active,Semi-Urban,0,54026.55,False
M,43.0,3893.06,Low,Commercial associate,Drivers,Semi-Urban,230665.075,920.3712499999999,3.0,641.12,0,Active,Semi-Urban,0,344891.6775,False
F,40.0,5167.51125,Low,Commercial associate,Managers,Semi-Urban,99005.69,508.47,0.0,787.23,0,Active,Semi-Urban,1,140261.05,False
F,18.0,505.2,Low,Commercial associate,Core staff,Semi-Urban,20904.95,170.74,2.0,633.61,0,Unpossessed,Urban,0,38200.43,False
F,53.0,2721.54,Low,State servant,Core staff,Semi-Urban,76605.05,683.62,2.0,708.05,0,Unpossessed,Rural,1,91872.33,False
F,18.0,1651.4,Low,Commercial associate,Laborers,Semi-Urban,77953.33,423.69,3.0,637.46,1,Inactive,Semi-Urban,1,104817.24,False
F,48.0,1282.77,Low,Working,High skill tech staff,Semi-Urban,20693.33,103.75,2.0,708.05,0,Active,Semi-Urban,1,24909.26,False
M,63.0,4041.03,High,Pensioner,Retired,Semi-Urban,88455.81,502.33,2.0,656.65,1,Unpossessed,Rural,1,153906.66,False
M,37.0,2581.51,Low,Working,Laborers,Urban,47743.79,247.77,2.0,831.08,0,Active,Rural,0,77910.38,False
F,54.0,1873.75,Low,Working,Not available,Semi-Urban,205691.85,826.25,2.0,666.13,0,Unpossessed,Semi-Urban,1,284348.34,False
F,20.0,1306.78,Low,Working,Laborers,Semi-Urban,141531.04,415.29,2.0,640.07,0,Active,Semi-Urban,1,237509.43,False
F,63.0,2000.11,Low,Working,Laborers,Rural,74284.51,563.08,1.0,638.19,0,Unpossessed,Rural,0,126293.6,False
M,18.0,2302.96,Low,Commercial associate,Laborers,Urban,48430.22,240.62,2.0,680.06,0,Unpossessed,Semi-Urban,0,64366.87,False
M,18.0,0.0,Low,Working,Laborers,Semi-Urban,75378.69,408.61,1.0,614.77,1,Unpossessed,Rural,1,114937.3,False
F,62.0,924.9,Low,Working,Laborers,Rural,23059.02,109.52,4.0,649.34,1,Active,Rural,1,38367.51,False
F,27.0,5167.51125,Low,Working,Not available,Semi-Urban,150380.42,656.36,0.0,621.01,0,Active,Rural,1,189330.93,False
M,60.0,0.0,Low,Working,Drivers,Semi-Urban,77651.79,378.26,3.0,621.43,0,Inactive,Rural,1,99449.47,False
M,60.0,1813.28,Low,Commercial associate,Not available,Semi-Urban,25080.33,279.26,3.0,762.02,0,Inactive,Semi-Urban,1,35109.95,False
F,18.0,3872.56,Low,Working,Laborers,Semi-Urban,77245.69,483.31,2.0,618.18,0,Inactive,Urban,0,132542.84,False
M,64.0,1900.59,Low,Working,Laborers,Semi-Urban,49779.63,385.25,4.0,624.33,0,Unpossessed,Semi-Urban,1,83879.41,False
F,61.0,1365.9,Low,Working,Laborers,Semi-Urban,78430.89,394.01,1.0,641.27,0,Inactive,Rural,1,95533.8,False
F,60.0,2328.45,Low,Working,Accountants,Semi-Urban,134729.31,551.43,1.0,800.08,0,Unpossessed,Semi-Urban,1,178141.26,False
F,44.0,2107.33,Low,Working,Laborers,Semi-Urban,114703.87,357.99,2.0,740.04,0,Unpossessed,Semi-Urban,1,194144.53,False
M,58.0,1633.87,Low,Working,Private service staff,Rural,19297.51,222.32,1.0,636.0,0,Unpossessed,Urban,1,34534.94,False
M,18.0,2468.2,Low,Working,Drivers,Semi-Urban,140517.16,541.12,4.0,723.78,0,Inactive,Urban,0,237472.57,False
F,57.0,1231.8,Low,Working,Laborers,Semi-Urban,34246.11,121.51,3.0,637.71,0,Active,Semi-Urban,0,46321.06,False
M,50.0,2443.33,Low,Working,Laborers,Rural,61420.25,455.52,2.0,647.35,0,Unpossessed,Rural,1,98618.67,False
M,54.0,908.96,Low,Working,Not available,Semi-Urban,157867.37,486.76,2.0,826.51,0,Active,Semi-Urban,1,265883.74,False
F,19.0,2812.27,Low,Working,Sales staff,Semi-Urban,79800.85,450.63,2.0,667.27,0,Inactive,Semi-Urban,0,105200.9,False
F,42.0,2009.54,Low,Working,Not available,Semi-Urban,26291.14,139.66,2.0,636.92,0,Active,Rural,1,30359.9,False
F,49.0,2440.47,Low,Working,Waiters/barmen staff,Semi-Urban,70625.01,213.19,1.0,597.34,0,Active,Rural,1,92394.38,False
M,18.0,1409.78,Low,Working,Laborers,Semi-Urban,115851.52,339.36,2.0,637.65,0,Active,Rural,0,186928.14,False
M,63.0,1228.88,High,Pensioner,Retired,Semi-Urban,64287.64,284.88,2.0,787.74,0,Active,Urban,1,83197.24,False
F,23.0,828.98,Low,Working,Laborers,Semi-Urban,19124.68,69.82,1.0,693.54,1,Inactive,Urban,0,34336.45,False
M,20.0,2175.21,Low,Working,Not available,Semi-Urban,77954.46,269.73,3.0,740.04,0,Unpossessed,Urban,0,93645.14,False
M,37.0,3135.11,Low,Commercial associate,Accountants,Semi-Urban,230665.075,896.06,1.0,835.19,0,Unpossessed,Rural,0,317156.62,False
M,39.0,1530.67,Low,Working,Private service staff,Rural,35153.01,191.22,2.0,676.28,0,Inactive,Semi-Urban,1,46943.1,False
M,30.0,2824.97,Low,Working,Core staff,Semi-Urban,68905.33,440.33,4.0,639.24,0,Inactive,Semi-Urban,0,87379.01,False
M,31.0,1616.15,Low,Working,Laborers,Semi-Urban,48590.88,241.36,3.0,673.43,0,Active,Semi-Urban,1,65063.12,False
M,32.0,986.31,Low,Working,Sales staff,Semi-Urban,38373.77,273.92,2.0,587.38,0,Inactive,Urban,1,49457.2,False
M,33.0,2685.77,Low,Working,Laborers,Semi-Urban,62122.87,311.49,2.0,785.82,0,Active,Rural,0,105739.87,False
M,18.0,3130.24,Low,Working,Laborers,Rural,117145.6,619.99,2.0,780.49,1,Unpossessed,Urban,1,178498.88,False
F,44.0,1756.26,Low,State servant,Cleaning staff,Semi-Urban,34867.83,195.27,1.0,710.41,0,Inactive,Urban,0,59105.08,False
F,63.0,3052.7,Low,Working,High skill tech staff,Semi-Urban,104567.79,899.62,2.0,738.79,0,Active,Urban,0,129834.96,False
M,22.0,2476.44,Low,Working,Low-skill Laborers,Semi-Urban,27054.15,125.3,3.0,617.05,0,Inactive,Rural,0,37816.27,False
M,59.0,3048.57,Low,Working,Not available,Semi-Urban,218413.49,920.3712499999999,2.0,737.23,0,Inactive,Semi-Urban,0,319224.18,False
M,18.0,1249.32,Low,Commercial associate,Sales staff,Urban,44394.85,242.38,4.0,813.93,0,Unpossessed,Urban,1,71303.95,False
M,62.0,3282.67,Low,Working,Medicine staff,Semi-Urban,188224.91,545.14,3.0,760.83,0,Unpossessed,Rural,0,320364.86,False
M,44.0,2723.37,Low,Commercial associate,Laborers,Urban,68442.32,497.99,1.0,651.19,1,Active,Urban,1,120399.95,False
M,18.0,1610.95,Low,Working,Medicine staff,Semi-Urban,25196.4,133.88,1.0,722.02,1,Unpossessed,Urban,1,29810.46,False
M,27.0,2049.18,Low,Working,Sales staff,Semi-Urban,40539.82,424.86,2.0,770.38,1,Active,Semi-Urban,1,69641.29,False
M,18.0,2079.28,Low,Commercial associate,Laborers,Semi-Urban,38716.71,264.81,4.0,627.31,0,Unpossessed,Semi-Urban,1,45857.74,False
M,23.0,2124.23,Low,Working,Laborers,Semi-Urban,36248.55,298.82,3.0,641.86,0,Unpossessed,Semi-Urban,1,45017.25,False
F,42.0,2805.59,Low,Commercial associate,Laborers,Semi-Urban,191626.88,813.28,1.0,644.3,0,Inactive,Urban,1,322486.71,False
M,63.0,1375.78,High,Pensioner,Retired,Rural,30940.78,154.55,2.0,803.74,0,Inactive,Urban,1,47827.29,False
M,40.0,1342.86,Low,Working,Drivers,Semi-Urban,16758.42,105.99,1.0,608.62,0,Inactive,Semi-Urban,1,22679.6,False
M,22.0,1234.82,Low,Working,Sales staff,Rural,65978.83,232.85,1.0,668.05,0,Unpossessed,Urban,1,114259.22,False
M,18.0,2091.9,Low,Working,Private service staff,Semi-Urban,154522.49,653.84,2.0,635.54,1,Active,Rural,0,182126.16,False
M,18.0,1881.47,Low,Working,Drivers,Semi-Urban,27953.28,134.45,2.0,637.75,0,Active,Semi-Urban,0,31300.37,False
M,49.0,3356.81,Low,Working,Laborers,Semi-Urban,106885.86,480.22,2.0,658.33,0,Unpossessed,Rural,0,188972.26,False
M,52.0,1945.48,Low,Working,Sales staff,Semi-Urban,47405.5,539.59,3.0,619.73,0,Inactive,Urban,0,65126.19,False
F,35.0,2316.76,Low,Working,Not available,Rural,128564.78,556.13,4.0,664.64,0,Unpossessed,Urban,1,212729.1,False
M,47.0,2227.52,Low,Working,Sales staff,Semi-Urban,177291.27,584.72,3.0,625.55,0,Active,Semi-Urban,1,274326.24,False
M,18.0,0.0,Low,Commercial associate,Laborers,Semi-Urban,28216.14,205.91,2.0,740.04,0,Active,Urban,1,43181.71,False
F,21.0,5074.84,Low,Commercial associate,Core staff,Urban,38394.26,211.08,1.0,667.92,0,Inactive,Rural,1,59894.7,False
F,18.0,4113.2,Low,State servant,Core staff,Semi-Urban,117014.68,483.12,3.0,799.86,0,Unpossessed,Rural,0,157715.45,False
F,35.0,5167.51125,Low,Working,High skill tech staff,Semi-Urban,69667.79,594.71,2.0,632.03,0,Unpossessed,Urban,1,88532.5,False
M,39.0,0.0,Low,Commercial associate,Not available,Rural,75841.2,240.5,1.0,600.75,0,Inactive,Urban,1,102397.77,False
M,26.0,1844.1,Low,Working,Core staff,Semi-Urban,48514.23,243.21,2.0,793.39,0,Active,Urban,1,72149.87,False
M,25.0,0.0,Low,Commercial associate,Not available,Semi-Urban,89941.05,440.06,2.0,618.78,0,Active,Semi-Urban,1,139610.58,False
M,47.0,1539.21,Low,Working,Managers,Semi-Urban,96384.94,260.51,2.0,805.87,1,Active,Rural,1,150044.93,False
F,18.0,1631.76,Low,Commercial associate,High skill tech staff,Semi-Urban,16105.72,159.41,2.0,793.85,0,Active,Urban,0,23397.47,False
F,62.0,1907.6,Low,Working,Laborers,Semi-Urban,73033.6,383.2,2.0,793.0,0,Unpossessed,Rural,1,110300.07,False
M,26.0,4546.38,Low,Commercial associate,Medicine staff,Urban,129405.72,599.96,1.0,724.41,1,Unpossessed,Urban,0,148895.34,False
M,18.0,2557.82,Low,Working,Not available,Semi-Urban,36656.94,399.03,2.0,658.48,0,Active,Semi-Urban,0,43458.89,False
M,61.0,3599.2,Low,Commercial associate,Laborers,Semi-Urban,103265.15,373.09,2.0,732.15,0,Active,Rural,0,173868.68,False
M,20.0,3077.57,Low,State servant,Medicine staff,Semi-Urban,105291.54,813.14,5.0,660.22,0,Inactive,Semi-Urban,1,188222.72,False
M,56.0,1599.57,Low,Commercial associate,Core staff,Rural,64421.91,673.46,4.0,779.87,0,Unpossessed,Rural,0,114406.6,False
F,38.0,1987.04,Low,Working,High skill tech staff,Rural,230665.075,750.13,2.0,612.12,0,Unpossessed,Semi-Urban,0,272108.14,False
M,52.0,2457.44,Low,State servant,Drivers,Semi-Urban,40389.56,454.06,1.0,797.29,1,Unpossessed,Urban,0,68563.48,False
F,45.0,1129.13,Low,Working,Laborers,Semi-Urban,44784.48,155.06,2.0,760.08,0,Active,Urban,1,65953.66,False
M,64.0,3177.05,Low,Working,Laborers,Urban,105408.13,434.05,1.0,771.48,0,Unpossessed,Rural,0,121537.82,False
F,18.0,3231.15,Low,Commercial associate,Core staff,Semi-Urban,191673.32,540.28,2.0,811.36,0,Active,Semi-Urban,1,311212.04,False
M,32.0,1646.02,Low,Commercial associate,Not available,Semi-Urban,118685.25,456.08,0.0,639.99,0,Inactive,Semi-Urban,0,195219.69,False
M,65.0,2010.17,High,Pensioner,Retired,Rural,97055.01,492.11,2.0,622.5,0,Unpossessed,Semi-Urban,1,179638.73,False
F,65.0,3510.32,High,Pensioner,Retired,Rural,45949.05,299.5,2.0,842.47,0,Active,Semi-Urban,0,51764.78,False
F,18.0,5167.51125,Low,Commercial associate,Core staff,Semi-Urban,230665.075,643.98,2.0,759.51,0,Active,Rural,0,344891.6775,False
M,54.0,1946.55,Low,Working,Sales staff,Semi-Urban,42659.9,298.91,4.0,643.46,0,Inactive,Urban,0,47507.05,False
M,24.0,2365.89,Low,Commercial associate,Laborers,Semi-Urban,113086.73,588.23,2.0,628.94,1,Active,Semi-Urban,0,130686.87,False
F,58.0,2021.68,Low,Working,Laborers,Semi-Urban,25961.62,122.73,3.0,629.74,0,Unpossessed,Urban,0,38029.99,False
F,21.0,2009.31,Low,Working,Laborers,Semi-Urban,28141.1,130.33,1.0,613.32,0,Active,Rural,0,31144.18,False
F,31.0,2227.07,Low,Working,Laborers,Semi-Urban,28352.4,128.25,2.0,764.65,1,Inactive,Semi-Urban,1,49604.65,False
M,33.0,2249.96,Low,State servant,Managers,Rural,96042.82,340.34,1.0,740.92,0,Active,Urban,1,117123.23,False
M,24.0,2770.4,Low,Working,Core staff,Semi-Urban,115886.91,339.88,3.0,640.02,1,Inactive,Urban,0,149055.17,False
M,18.0,1982.88,Low,Working,Laborers,Semi-Urban,102438.0,331.89,1.0,810.59,0,Unpossessed,Semi-Urban,0,128274.77,False
M,48.0,1164.91,Low,Working,Laborers,Semi-Urban,24424.8,276.53,3.0,627.87,1,Inactive,Rural,1,46060.78,False
F,32.0,0.0,Low,Working,Security staff,Semi-Urban,91416.77,342.99,4.0,740.04,1,Active,Semi-Urban,1,131359.51,False
F,31.0,2500.79,Low,Working,Core staff,Rural,55723.32,430.75,1.0,674.37,1,Inactive,Urban,1,90355.7,False
F,61.0,1789.0,Low,Working,Core staff,Semi-Urban,114348.93,453.1,0.0,625.7,0,Inactive,Rural,1,215450.1,False
M,61.0,0.0,Low,Working,Sales staff,Semi-Urban,184857.76,838.39,4.0,646.86,1,Inactive,Semi-Urban,0,218820.78,False
M,35.0,1224.3,Low,Commercial associate,Laborers,Rural,76842.48,527.57,4.0,628.06,0,Unpossessed,Rural,0,119125.57,False
F,22.0,4038.76,Low,Working,Laborers,Semi-Urban,154593.18,914.58,3.0,648.02,0,Active,Semi-Urban,1,237703.27,False
M,58.0,2015.75,Low,Working,Core staff,Semi-Urban,81043.81,361.22,4.0,778.58,0,Inactive,Semi-Urban,1,119881.77,False
M,61.0,0.0,Low,Commercial associate,Managers,Semi-Urban,57956.09,299.71,0.0,740.04,0,Unpossessed,Rural,0,70294.79,False
F,28.0,2299.23,Low,Commercial associate,Not available,Semi-Urban,146525.41,696.73,2.0,725.13,0,Inactive,Rural,1,226114.64,False
M,51.0,0.0,Low,Working,Laborers,Urban,45688.02,171.21,1.0,649.1,0,Active,Semi-Urban,0,70538.01,False
F,65.0,680.79,High,Pensioner,Retired,Semi-Urban,25052.84,123.7,1.0,842.6,1,Active,Rural,1,27599.33,False
M,25.0,3884.79,Low,Commercial associate,Laborers,Urban,30822.22,258.71,3.0,583.54,0,Active,Semi-Urban,1,42984.63,False
M,41.0,1663.41,Low,Working,Laborers,Semi-Urban,87541.86,297.01,1.0,626.13,0,Unpossessed,Semi-Urban,0,117763.31,False
M,18.0,2196.04,Low,Commercial associate,Sales staff,Semi-Urban,25373.23,138.79,2.0,678.74,0,Active,Rural,1,45717.23,False
M,43.0,1397.38,Low,Working,Laborers,Rural,44294.11,345.68,2.0,608.81,0,Active,Urban,1,54075.5,False
M,57.0,1184.89,Low,Working,Sales staff,Semi-Urban,19111.36,201.11,1.0,632.4,0,Active,Semi-Urban,0,29783.14,False
M,47.0,3246.87,Low,Working,Managers,Rural,43333.08,308.68,1.0,688.35,0,Unpossessed,Rural,0,64492.11,False
M,60.0,660.27,High,Pensioner,Retired,Rural,84681.52,370.1,2.0,814.09,0,Unpossessed,Urban,0,95669.11,False
F,44.0,1473.81,Low,Working,Secretaries,Semi-Urban,20908.94,94.2,3.0,841.04,0,Inactive,Semi-Urban,0,31637.01,False
F,27.0,1770.38,Low,Commercial associate,Core staff,Semi-Urban,153215.76,492.45,1.0,824.59,0,Inactive,Semi-Urban,0,239474.65,False
M,24.0,5167.51125,Low,Commercial associate,Not available,Urban,91716.2,354.46,4.0,778.32,0,Unpossessed,Rural,0,130708.16,False
F,53.0,1854.55,Low,Working,Drivers,Semi-Urban,73873.25,498.28,0.0,616.08,0,Inactive,Semi-Urban,1,99320.07,False
F,29.0,1351.98,Low,Working,Private service staff,Semi-Urban,40534.03,212.59,2.0,628.57,0,Unpossessed,Rural,0,74566.09,False
M,32.0,2749.97,Low,Commercial associate,Core staff,Semi-Urban,180713.12,556.19,2.0,750.61,0,Unpossessed,Semi-Urban,0,251857.75,False
M,18.0,2194.22,Low,State servant,Laborers,Semi-Urban,67238.86,460.44,4.0,637.66,0,Unpossessed,Urban,1,77426.23,False
F,18.0,0.0,Low,Working,Drivers,Semi-Urban,119582.84,431.98,0.0,646.97,0,Inactive,Semi-Urban,1,176898.29,False
F,35.0,2572.58,Low,Commercial associate,Accountants,Semi-Urban,52764.01,309.88,3.0,816.36,1,Unpossessed,Rural,0,93240.05,False
F,65.0,1263.75,High,Pensioner,Retired,Semi-Urban,79768.15,303.78,1.0,757.37,0,Inactive,Semi-Urban,1,106502.83,False
F,29.0,2780.81,Low,Commercial associate,Security staff,Semi-Urban,80553.06,569.85,3.0,789.67,0,Active,Urban,1,122725.92,False
F,41.0,2326.39,Low,Working,Private service staff,Semi-Urban,136083.26,472.1,1.0,705.55,1,Inactive,Rural,0,232191.04,False
M,18.0,0.0,Low,Working,Laborers,Semi-Urban,107947.36,467.59,3.0,648.45,0,Inactive,Semi-Urban,0,179600.05,False
M,55.0,2792.36,Low,Working,Drivers,Semi-Urban,114068.44,896.06,1.0,625.08,0,Unpossessed,Semi-Urban,1,162088.36,False
M,60.0,1200.07,High,Pensioner,Retired,Rural,70549.48,334.14,2.0,782.61,0,Inactive,Rural,0,120719.46,False
F,60.0,3027.26,Low,Working,Sales staff,Semi-Urban,37067.73,391.16,3.0,630.76,0,Inactive,Rural,0,54989.5,False
F,52.0,2035.39,Low,Working,Not available,Rural,25227.05,121.09,1.0,625.81,1,Unpossessed,Urban,1,47286.41,False
M,63.0,2123.71,Low,Working,Not available,Semi-Urban,32130.95,152.8,3.0,629.13,0,Unpossessed,Semi-Urban,1,43524.94,False
F,25.0,3299.44,Low,Working,Laborers,Semi-Urban,28518.82,332.55,1.0,624.0,0,Active,Semi-Urban,1,43032.79,False
F,36.0,2500.8,Low,Working,Laborers,Semi-Urban,92916.24,450.98,1.0,643.03,0,Active,Urban,1,132193.08,False
M,49.0,2289.07,Low,Working,Waiters/barmen staff,Semi-Urban,25083.84,300.36,2.0,647.33,0,Active,Urban,0,33823.25,False
F,59.0,1361.66,Low,State servant,Core staff,Semi-Urban,103810.92,530.36,3.0,721.08,0,Active,Semi-Urban,0,171611.25,False
F,18.0,2189.32,Low,Working,Laborers,Semi-Urban,172052.83,619.72,4.0,633.98,1,Active,Rural,1,317326.76,False
F,44.0,1273.42,Low,State servant,Medicine staff,Rural,42487.45,213.75,2.0,611.01,1,Unpossessed,Semi-Urban,1,68632.25,False
F,22.0,3433.53,Low,Working,Laborers,Semi-Urban,173613.22,586.82,4.0,677.72,0,Inactive,Urban,0,230844.32,False
F,45.0,3524.23,Low,Working,Sales staff,Semi-Urban,73961.2,328.0,4.0,647.01,0,Unpossessed,Semi-Urban,1,131082.85,False
M,50.0,4920.77,Low,Working,Drivers,Rural,91393.56,405.01,3.0,694.32,0,Unpossessed,Semi-Urban,1,131058.65,False
M,33.0,2461.04,Low,Working,Core staff,Semi-Urban,103943.62,357.73,2.0,724.04,0,Inactive,Semi-Urban,1,178168.02,False
M,18.0,4074.0,Low,Commercial associate,High skill tech staff,Urban,82184.4,624.02,3.0,665.44,0,Unpossessed,Semi-Urban,1,133908.78,False
M,36.0,1509.37,Low,Commercial associate,Security staff,Semi-Urban,73281.64,381.95,2.0,640.08,0,Unpossessed,Rural,0,87477.88,False
F,64.0,1300.06,High,Pensioner,Retired,Semi-Urban,95570.36,297.16,2.0,725.64,0,Inactive,Urban,1,131427.34,False
F,29.0,1261.05,Low,Working,Not available,Semi-Urban,61912.75,359.04,2.0,623.72,0,Unpossessed,Semi-Urban,1,76850.88,False
M,58.0,1924.05,Low,State servant,Cooking staff,Semi-Urban,222941.07,596.41,1.0,639.39,1,Active,Rural,0,344891.6775,False
M,25.0,1911.05,Low,State servant,Cooking staff,Semi-Urban,41356.99,213.46,4.0,798.0,0,Inactive,Rural,1,71190.08,False
M,39.0,1226.72,Low,Commercial associate,Not available,Rural,86579.84,459.93,3.0,612.73,0,Active,Rural,1,107436.54,False
M,22.0,1693.56,Low,Commercial associate,Core staff,Semi-Urban,25387.81,124.94,2.0,643.12,1,Active,Rural,0,37260.99,False
F,65.0,1382.64,High,Pensioner,Retired,Semi-Urban,161316.97,515.32,2.0,813.0,0,Active,Urban,0,257389.81,False
M,18.0,2044.53,Low,State servant,Security staff,Rural,45985.14,358.81,2.0,602.63,0,Inactive,Semi-Urban,1,63779.57,False
M,19.0,5167.51125,Low,Working,Managers,Semi-Urban,219112.1,546.59,2.0,732.7,0,Active,Semi-Urban,0,339178.54,False
M,53.0,3127.01,Low,Commercial associate,Managers,Semi-Urban,25109.89,297.23,3.0,699.06,0,Active,Semi-Urban,0,41735.51,False
M,44.0,3078.76,Low,State servant,Laborers,Semi-Urban,148217.48,808.86,1.0,613.93,0,Unpossessed,Rural,0,214367.5,False
M,18.0,1829.28,Low,Working,Laborers,Semi-Urban,26128.41,134.62,3.0,607.53,0,Unpossessed,Semi-Urban,1,43457.1,False
M,45.0,1572.95,Low,Working,Sales staff,Rural,28149.1,126.55,2.0,623.84,0,Active,Urban,1,32242.07,False
M,52.0,4486.92,Low,Commercial associate,Laborers,Urban,31844.73,192.99,2.0,825.85,0,Unpossessed,Urban,0,58512.68,False
M,51.0,2790.73,Low,Working,Core staff,Semi-Urban,68586.0,309.69,1.0,642.46,0,Unpossessed,Semi-Urban,1,111312.7,False
F,56.0,1349.82,Low,Working,Not available,Semi-Urban,20096.77,217.94,0.0,599.82,1,Inactive,Rural,1,37606.31,False
F,53.0,0.0,Low,Working,Sales staff,Semi-Urban,15690.92,139.3,1.0,631.77,0,Active,Urban,0,25993.14,False
F,36.0,1843.51,Low,Commercial associate,Laborers,Semi-Urban,208767.53,551.57,2.0,646.54,1,Unpossessed,Rural,0,336856.53,False
F,36.0,2443.98,Low,Commercial associate,Not available,Semi-Urban,226716.66,713.39,5.0,718.32,0,Inactive,Semi-Urban,1,344891.6775,False
F,37.0,2774.98,Low,Working,Core staff,Semi-Urban,144028.97,533.27,1.0,649.33,0,Active,Urban,0,192978.67,False
M,53.0,3038.32,Low,Working,Sales staff,Semi-Urban,186361.74,708.89,4.0,678.36,0,Active,Rural,0,221745.98,False
M,19.0,0.0,Low,Commercial associate,Not available,Rural,93670.56,368.0,2.0,646.62,1,Active,Semi-Urban,1,163740.7,False
F,53.0,2186.77,Low,Working,Sales staff,Semi-Urban,230665.075,863.66,2.0,794.28,1,Inactive,Rural,0,344891.6775,False
M,18.0,1627.14,Low,Working,Not available,Rural,22397.59,125.26,2.0,784.37,0,Unpossessed,Urban,1,36417.52,False
F,59.0,2789.81,Low,Working,Security staff,Rural,112699.42,538.57,4.0,637.48,0,Inactive,Urban,1,129405.75,False
F,44.0,0.0,Low,Commercial associate,Laborers,Rural,129383.08,402.4,1.0,617.41,0,Unpossessed,Rural,1,222130.85,False
M,48.0,1717.58,Low,Commercial associate,Managers,Semi-Urban,87043.84,452.68,2.0,694.58,0,Active,Semi-Urban,0,159839.08,False
F,18.0,3122.58,Low,Commercial associate,Laborers,Semi-Urban,36482.92,419.33,0.0,627.15,0,Active,Rural,1,68209.47,False
M,35.0,1486.12,Low,Commercial associate,Core staff,Semi-Urban,22482.98,155.82,1.0,740.04,0,Unpossessed,Semi-Urban,0,40903.37,False
M,65.0,4133.69,High,Pensioner,Retired,Semi-Urban,57223.87,304.42,2.0,795.06,0,Inactive,Urban,1,94783.39,False
F,34.0,1695.31,Low,Working,Sales staff,Semi-Urban,26269.51,176.98,3.0,634.4,0,Unpossessed,Rural,1,36364.1,False
M,26.0,1497.82,Low,Commercial associate,Laborers,Rural,173654.72,512.5,2.0,779.74,0,Unpossessed,Urban,1,209364.81,False
F,56.0,0.0,Low,Commercial associate,Not available,Semi-Urban,110973.25,472.35,3.0,631.17,0,Active,Semi-Urban,1,194465.8,False
M,43.0,2016.35,Low,Working,Laborers,Rural,77300.05,511.15,3.0,640.09,0,Unpossessed,Rural,0,91176.62,False
M,40.0,1640.35,Low,Working,Sales staff,Semi-Urban,190536.42,526.36,5.0,632.68,0,Inactive,Urban,0,233348.41,False
F,26.0,3367.8,Low,Commercial associate,Managers,Semi-Urban,93638.85,546.61,2.0,750.58,0,Unpossessed,Rural,1,111787.9,False
F,49.0,0.0,Low,Working,Core staff,Semi-Urban,34558.23,247.83,0.0,588.98,0,Active,Rural,1,44806.98,False
M,43.0,2785.24,Low,Working,Sales staff,Semi-Urban,48731.5,270.36,0.0,640.85,0,Active,Rural,1,82895.69,False
M,59.0,2326.25,Low,Working,Sales staff,Semi-Urban,74541.8,407.53,4.0,648.23,0,Unpossessed,Rural,1,97009.22,False
F,18.0,0.0,Low,Commercial associate,Core staff,Semi-Urban,119311.64,433.59,3.0,610.33,0,Inactive,Rural,1,213450.09,False
F,41.0,1353.2,Low,Working,Laborers,Semi-Urban,59224.39,187.43,0.0,636.74,0,Active,Urban,1,90495.56,False
F,49.0,4605.28,Low,Working,Accountants,Semi-Urban,103336.61,920.3712499999999,2.0,740.04,0,Active,Semi-Urban,1,158011.07,False
M,50.0,1945.61,Low,Working,Laborers,Rural,70200.26,335.65,2.0,616.34,1,Active,Urban,1,101443.95,False
F,25.0,2467.02,Low,Working,Laborers,Semi-Urban,49357.43,219.04,2.0,645.76,0,Active,Rural,1,68894.3,False
M,61.0,2167.87,Low,Working,Not available,Semi-Urban,43010.28,246.11,2.0,763.77,0,Active,Semi-Urban,1,59472.78,False
